Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
17,D Reed-Danahay,Habitus and cultural identity: Home/school relationships in rural France,2000,Schooling the symbolic animal: Social and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=_V97AAAAQBAJ&oi=fnd&pg=PA223&dq=%22cultural+identity%22&ots=jgHTuPfJPp&sig=b_htogs5hRNBkwn7zC22fCVIBD8,"https://scholar.google.com/scholar?cites=17777311707246203289&as_sdt=2005&sciodt=0,5&hl=en",849,09/05/22 10:13,,,,,,,,,17,0.77,17,1,22,"… This approach is informed by a situational approach to cultural identity, which views it as … Children and their parents cannot, however, be viewed as having just one cultural identity. One …",,"https://scholar.google.com/scholar?q=related:mZHNO8-ytfYJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
20,"U Nabobo, J Teasdale",Teacher education for cultural identity in Fiji,1994,Directions,digilib.library.usp.ac.fj,http://digilib.library.usp.ac.fj/gsdl/collect/direct/index/assoc/D770090.dir/doc.pdf,"https://scholar.google.com/scholar?cites=18148433409708157634&as_sdt=2005&sciodt=0,5&hl=en",850,09/05/22 10:13,PDF,,,,,,,,20,0.71,10,2,28,There is uncertainty about the place of traditional systems of education in our schools. There is a definite need to integrate cultural traditions into formal schooling processes. Teachers …,http://digilib.library.usp.ac.fj/gsdl/collect/direct/index/assoc/D770090.dir/doc.pdf,"https://scholar.google.com/scholar?q=related:wmp8Fwgw3PsJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
11,"M Pretelt, E Katia",Cultural identity in bilingual schools,2016,Zona Próxima,scielo.org.co,http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2145-94442016000100003,"https://scholar.google.com/scholar?cites=17480371915388769978&as_sdt=2005&sciodt=0,5&hl=en",851,09/05/22 10:13,HTML,,,,,,,,11,1.83,6,2,6,"… not adopted a foreign cultural identity and that mainstream … cultural identity. However, further research is necessary to specify which factors safeguarded community's cultural identity …",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2145-94442016000100003,"https://scholar.google.com/scholar?q=related:ulZ2XqTBlvIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
29,"SK Hamill, WD Scott, E Dearing, CM Pepper","Affective style and depressive symptoms in youth of a North American Plains tribe: The moderating roles of cultural identity, grade level, and behavioral inhibition",2009,Personality and Individual …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0191886909000816,"https://scholar.google.com/scholar?cites=10057129339579019972&as_sdt=2005&sciodt=0,5&hl=en",852,09/05/22 10:13,,,,,,,,,29,2.23,7,4,13,… We estimated simple slopes for four groups of youth: younger and older youth with low cultural identity scores and younger and older youth with high cultural identity scores. On average…,https://www.researchgate.net/profile/Walter-Scott-2/publication/222313872_Affective_style_and_depressive_symptoms_in_youth_of_a_North_American_Plains_tribe_The_moderating_roles_of_cultural_identity_grade_level_and_behavioral_inhibition/links/5af3407d0f7e9b026bca8997/Affective-style-and-depressive-symptoms-in-youth-of-a-North-American-Plains-tribe-The-moderating-roles-of-cultural-identity-grade-level-and-behavioral-inhibition.pdf,"https://scholar.google.com/scholar?q=related:xDLEcdkZkosJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
13,"Z Niu, JF Willoughby",Examining cultural identity and media use as predictors of intentions to seek mental health information among Chinese,2018,Asian Journal of Communication,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/01292986.2018.1441319,"https://scholar.google.com/scholar?cites=16305696889683731973&as_sdt=2005&sciodt=0,5&hl=en",853,09/05/22 10:13,,10.1080/01292986.2018.1441319,,,,,,,13,3.25,7,2,4,"… Cultural identity was negatively associated with intentions to seek mental health information, with participants who held a stronger cultural identity … highlights that cultural identity may …",,"https://scholar.google.com/scholar?q=related:BWbKDO54SeIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
7,"R Srivastava, R Srivastava",Impact of cultural identity on mental health in post-secondary students,2019,International Journal of Mental Health and …,Springer,https://link.springer.com/article/10.1007/s11469-018-0025-3,"https://scholar.google.com/scholar?cites=6919018794421973881&as_sdt=2005&sciodt=0,5&hl=en",854,09/05/22 10:13,,10.1007/s11469-018-0025-3,,,,,,,7,2.33,4,2,3,… to understand how cultural identity impacts mental health and … understanding and supporting cultural identity is critical for … The purpose of this paper is to highlight how cultural identity …,,"https://scholar.google.com/scholar?q=related:efPFW-9KBWAJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
14,SJ Lucey,Art and socio-cultural identity in early medieval Rome: The patrons of Santa Maria Antiqua,2016,Roma Felix–Formation and Reflections of Medieval …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315243962-14/art-socio-cultural-identity-early-medieval-rome-patrons-santa-maria-antiqua-stephen-lucey,"https://scholar.google.com/scholar?cites=14845467318364656954&as_sdt=2005&sciodt=0,5&hl=en",855,09/05/22 10:13,,10.4324/9781315243962-14,,,,,,,14,2.33,14,1,6,Santa Maria Antiqua is best known for its once extensive mural decoration spanning the sixth through ninth centuries.1 Its art-historical significance is founded upon the dearth of …,,"https://scholar.google.com/scholar?q=related:OtXLE9-xBc4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
15,CS Lakshmi,"Seduction, Speeches and Lullaby: Gender and Cultural Identity in a Tamil Film",1995,Economic and Political Weekly,JSTOR,https://www.jstor.org/stable/4402377,"https://scholar.google.com/scholar?cites=707972082924557653&as_sdt=2005&sciodt=0,5&hl=en",856,09/05/22 10:13,,,,,,,,,15,0.56,15,1,27,… to examine the construction of cultural identity in the film and … What we are interested in is the construction of cultural identity … In order to anchor its cultural identity the movement had time …,,"https://scholar.google.com/scholar?q=related:VZWcwds40wkJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
17,M D'Andrea,The impact of racial-cultural identity of group leaders and members,2004,Handbook of group counseling and psychotherapy,books.google.com,https://books.google.com/books?hl=en&lr=&id=AfFyAwAAQBAJ&oi=fnd&pg=PA265&dq=%22cultural+identity%22&ots=6Rs_quEpo5&sig=FkM_SXXZmyzLs8jWJWQntI_jXbE,"https://scholar.google.com/scholar?cites=375906145194445392&as_sdt=2005&sciodt=0,5&hl=en",857,09/05/22 10:13,,,,,,,,,17,0.94,17,1,18,… The present chapter specifically addresses the use of racial-cultural identity development (RCID) theories to facilitate effective multicultural groups. The importance of incorporating …,,"https://scholar.google.com/scholar?q=related:UIozvaV8NwUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
13,A Weintraub,Jawaiian and Local Cultural Identity in Hawai'i,1993,Perfect Beat,journal.equinoxpub.com,https://journal.equinoxpub.com/PB/article/view/16873,"https://scholar.google.com/scholar?cites=6316713004652615660&as_sdt=2005&sciodt=0,5&hl=en",858,09/05/22 10:13,,,,,,,,,13,0.45,13,1,29,The study aims to understand the perception of Jawaiian's (a synthesis of Jamaican and Hawaiian music) musical meaning within the context of a local cultural identity by examining …,,"https://scholar.google.com/scholar?q=related:7NdopgJ5qVcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
10,"J Jasper, HJ Abs",Student teachers coping with changing times: The intersection of student-teachers' understanding of human rights issues and their cultural identity,2019,Human Rights Literacies,Springer,https://link.springer.com/chapter/10.1007/978-3-319-99567-0_6,"https://scholar.google.com/scholar?cites=5080917660258776736&as_sdt=2005&sciodt=0,5&hl=en",859,09/05/22 10:13,,10.1007/978-3-319-99567-0_6,,,,,,,10,3.33,5,2,3,"… In particular, cultural identity (CI) in the conceptualisation of hybrid versus mono-CI might … After concepts of human rights education, human rights literacies and cultural identity are …",,"https://scholar.google.com/scholar?q=related:oLa7MLELg0YJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
12,M Seppälä,The effects of the English language on the cultural identity of Chinese university students,2011,,jyx.jyu.fi,https://jyx.jyu.fi/handle/123456789/26616,"https://scholar.google.com/scholar?cites=7431409905674437830&as_sdt=2005&sciodt=0,5&hl=en",860,09/05/22 10:13,,,,,,,,,12,1.09,12,1,11,"… Thus, the focus of this study is the changing cultural identity in China. More precisely, the … in this study, cultural identity, and attempts to clarify how and why the cultural identity of the …",https://jyx.jyu.fi/bitstream/handle/123456789/26616/URN%3ANBN%3Afi%3Ajyu-201103011836.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:xkQLmO-rIWcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
9,Á McGillicuddy,René Schickele and Alsace: Cultural Identity Between the Borders,2011,,books.google.com,https://books.google.com/books?hl=en&lr=&id=iGHiwxONZ8EC&oi=fnd&pg=PP11&dq=%22cultural+identity%22&ots=XGhNzTTzQe&sig=mI3Qpm5_y3jyJGFNkwiGEY_cIlw,"https://scholar.google.com/scholar?cites=1979329004360931735&as_sdt=2005&sciodt=0,5&hl=en",861,09/05/22 10:13,BOOK,,,,,,,,9,0.82,9,1,11,"… Schickele was to spend much of his life outside Alsace but this preoccupation with his native region, its cultural identity and situation in a wider European context is a recurrent motif in …",,"https://scholar.google.com/scholar?q=related:l5mPFj79dxsJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
19,L Bary,The tropical modernist as literary cannibal: cultural identity in Oswald de Andrade,1991,Chasqui,JSTOR,https://www.jstor.org/stable/29740372,"https://scholar.google.com/scholar?cites=7575961764968602026&as_sdt=2005&sciodt=0,5&hl=en",862,09/05/22 10:13,,,,,,,,,19,0.61,19,1,31,… identified with the affirmation of a valid cultural identity; and cultural identity has often been … reason why models which conceive questions of cultural identity in terms of the opposition of …,,"https://scholar.google.com/scholar?q=related:qhnlCBY5I2kJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
21,"Y Perdaen, P Crombé, J Sergant",Lithic technology and the cultural identity of Early Mesolithic groups,2008,Current Anthropology,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/527438,"https://scholar.google.com/scholar?cites=17090652715769339147&as_sdt=2005&sciodt=0,5&hl=en",863,09/05/22 10:13,,10.1086/527438,,,,,,,21,1.50,7,3,14,"Until now the assignment of Mesolithic sites to specific assemblage types has been largely based on their microliths, although these tools form less than 3% of the total number of …",,"https://scholar.google.com/scholar?q=related:Cx3_RhgyLu0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
14,"T Gong, L Shuai, J Liu",Construction of cross-cultural identity by language choice and linguistic practice: A case-study of mixed Hong Kong-mainland identity in university contexts,2013,Open Journal of Modern …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/c687/107118844da272f5fc87a2ac7d4bcff23769.pdf,"https://scholar.google.com/scholar?cites=6617190403806692574&as_sdt=2005&sciodt=0,5&hl=en",864,09/05/22 10:13,PDF,,,,,,,,14,1.56,5,3,9,… immigrants in Hong Kong and discuss the cross-cultural identity formed by linguistic practice. Keywords: Cross-Cultural Identity; Linguistic Practice; Code-Mixing; Code-Switching …,https://pdfs.semanticscholar.org/c687/107118844da272f5fc87a2ac7d4bcff23769.pdf,"https://scholar.google.com/scholar?q=related:3oQF5pz71FsJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
12,NZ Jaber,An Analysis of the Palestinian Culture Using Hofstede's Cultural Framework and its' Implication on Teachers' Classroom Practices and Student's Cultural Identity,2015,Procedia-Social and Behavioral Sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877042815050995,"https://scholar.google.com/scholar?cites=17218240123182606712&as_sdt=2005&sciodt=0,5&hl=en",865,09/05/22 10:13,,,,,,,,,12,1.71,12,1,7,"Using Hofstede's cultural framework, this paper analyses some fundamental cultural values found in the knowledge base of the Palestinian societal culture. It also reflects on the …",https://www.sciencedirect.com/science/article/pii/S1877042815050995/pdf?md5=e317ce2f63be783650630ce5005a99c0&pid=1-s2.0-S1877042815050995-main.pdf&_valck=1,"https://scholar.google.com/scholar?q=related:eGmtdyp68-4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
27,KE Sassaman,Crafting Cultural Identity in Hunter‐Gatherer Economies,1998,Archeological Papers of the American …,Wiley Online Library,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/ap3a.1998.8.1.93,"https://scholar.google.com/scholar?cites=16212499487182365478&as_sdt=2005&sciodt=0,5&hl=en",866,09/05/22 10:13,,10.1525/ap3a.1998.8.1.93,,,,,,,27,1.13,27,1,24,"… not widely used in the Savannah River valley until To extend this line of reasoning into the realm they appeared at about 4300 BP in a winged form of Stallings cultural identity, we must …",https://anthrosource.onlinelibrary.wiley.com/doi/pdf/10.1525/ap3a.1998.8.1.93,"https://scholar.google.com/scholar?q=related:JiO11mJe_uAJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
82,BA Milne,Colouring in the white spaces: Reclaiming cultural identity in whitestream schools,2013,,researchcommons.waikato.ac.nz,https://researchcommons.waikato.ac.nz/handle/10289/7868,"https://scholar.google.com/scholar?cites=14454219589390610257&as_sdt=2005&sciodt=0,5&hl=en",867,09/05/22 10:13,,,,,,,,,82,9.11,82,1,9,"… bilingual learning model based in a secure cultural identity, stable positive relationships, and … thesis shifted accordingly; “developing” a cultural identity was reframed as a reclamation of …",https://researchcommons.waikato.ac.nz/bitstream/handle/10289/7868/thesis.pdf;sequence=4,"https://scholar.google.com/scholar?q=related:Ua8egyK0l8gJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
18,"RJ Steward, AL Baden",The Cultural-Racial Identity Model: Understanding the Racial Identity and Cultural Identity Development of Transracial Adoptees.,1995,,ERIC,https://eric.ed.gov/?id=ED395076,"https://scholar.google.com/scholar?cites=5451263812363483960&as_sdt=2005&sciodt=0,5&hl=en",868,09/05/22 10:13,,,,,,,,,18,0.67,9,2,27,"… racial selfidentification, racial identity, and cultural identity, the intent of this paper is to … are Lomposed of both racial group cultural identity and the cultural identity of their parents; and, 2) …",https://files.eric.ed.gov/fulltext/ED395076.pdf,"https://scholar.google.com/scholar?q=related:OPvdKI7HpksJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
14,"B Ruting, J Li","Tartans, kilts and bagpipes: Cultural identity and community creation at the Bundanoon is Brigadoon Scottish Festival",2011,Festival Places: Revitalising Rural Australia,degruyter.com,https://www.degruyter.com/document/doi/10.21832/9781845411688/pdf#page=276,"https://scholar.google.com/scholar?cites=2701398940616558602&as_sdt=2005&sciodt=0,5&hl=en",869,09/05/22 10:13,,10.21832/9781845411688,,,,,,,14,1.27,7,2,11,"According to Scottish folklore, Brigadoon is a mystical village in the Scottish Highlands that was locked in magical spell long ago. It appears out of the mist for one day every century. It is …",,"https://scholar.google.com/scholar?q=related:CggRHAZMfSUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
18,Y Jia,"Pragmatic diversity, pragmatic transfer, and cultural identity",2007,Intercultural Communication Studies,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.606.2211&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=10207991661295252302&as_sdt=2005&sciodt=0,5&hl=en",870,09/05/22 10:13,PDF,,,,,,,,18,1.20,18,1,15,"… request can serve as a marker of the Chinese cultural identity, I selected four pairs of factual … cultural identity and the direct style may serve as a marker of American cultural identity. …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.606.2211&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:TjOn6VQSqo0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
7,M Ferri,The Recognition of the Right to Cultural Identity under (and beyond) international Human Rights law,2018,Journal ISSN,academia.edu,https://www.academia.edu/download/56914800/3_FERRI_LDG_CRSI_2018.pdf,"https://scholar.google.com/scholar?cites=9609073004421870271&as_sdt=2005&sciodt=0,5&hl=en",871,09/05/22 10:13,PDF,,,,,,,,7,1.75,7,1,4,"After summarising the range of reflections by legal scholars on Cultural Rights, this article scrutinises the principle interpretations of the right to take part in cultural life–by the Committee …",https://www.academia.edu/download/56914800/3_FERRI_LDG_CRSI_2018.pdf,"https://scholar.google.com/scholar?q=related:v3JcifxIWoUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
9,M Rivas-Rodriguez,"Communities, cultural identity, and the news",2011,Changing the news: The forces shaping …,books.google.com,https://books.google.com/books?hl=en&lr=&id=l8SNAgAAQBAJ&oi=fnd&pg=PT164&dq=%22cultural+identity%22&ots=PXlC7CNMDD&sig=a9mmsim2Sy-VpgxLP5XlV_WsKDc,"https://scholar.google.com/scholar?cites=10980594289019318628&as_sdt=2005&sciodt=0,5&hl=en",872,09/05/22 10:13,,,,,,,,,9,0.82,9,1,11,"The small-town paper was at the very center of the lives of the new settlements. Land was plentiful, and farms and ranches were far removed from the towns. Only through the pages of …",,"https://scholar.google.com/scholar?q=related:ZPGtA1ToYpgJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
17,ML Bogumil,"Tomorrow Never Comes"": Songs of Cultural Identity in August Wilson's"" Joe Turner's Come and Gone",1994,Theatre Journal,JSTOR,https://www.jstor.org/stable/3209070,"https://scholar.google.com/scholar?cites=5237792495757726730&as_sdt=2005&sciodt=0,5&hl=en",873,09/05/22 10:13,,,,,,,,,17,0.61,17,1,28,"The subject of displacement in all its psychological vicissitudes is dramatized in August Wilson's Joe Turner's Come and Gone, a play in which the African American residents of a …",,"https://scholar.google.com/scholar?q=related:CpTYHIZgsEgJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
13,E Brems,The genealogical novel as a way of defining and/or deconstructing cultural identity: Flemish fiction since 1970,2012,Memory Studies,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1750698011424033,"https://scholar.google.com/scholar?cites=5770500789275697714&as_sdt=2005&sciodt=0,5&hl=en",874,09/05/22 10:13,,10.1177/1750698011424033,,,,,,,13,1.30,13,1,10,… The Flemish genealogical novel portrays the formation of individuals against the background of an emerging Flemish cultural identity. The link between cultural identity and literature is …,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.864.5380&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:MqLj-OTvFFAJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
0,"N Chow-Garcia, N Lee, V Svihla, C Sohn, ...",Cultural identity central to Native American persistence in science,2022,Cultural Studies of …,Springer,https://link.springer.com/article/10.1007/s11422-021-10071-7,,875,09/05/22 10:13,HTML,10.1007/s11422-021-10071-7,,,,,,,0,0.00,0,5,1,"… The cultural identity subscales were also modified from … We also included questions related to cultural identity, drawn from the … Cultural identity: I believe that a career in my STEM field is …",https://link.springer.com/article/10.1007/s11422-021-10071-7,
10,"A Milohnić, N Švob-Đokić",Cultural identity politics in the (Post-) transitional societies,2011,,culturelink.org,http://www.culturelink.org/publics/joint/cultid09/cultid09.pdf,"https://scholar.google.com/scholar?cites=1581518594270686494&as_sdt=2005&sciodt=0,5&hl=en",876,09/05/22 10:13,BOOK,,,,,,,,10,0.91,5,2,11,… Cultural identity resides in the interpretation of culture as a system of values that is in principle open to communication and exchange. It is therefore flexible and changeable itself. …,http://www.culturelink.org/publics/joint/cultid09/cultid09.pdf,"https://scholar.google.com/scholar?q=related:Hu0tQciu8hUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
41,"I Vershinina, E Korkiya, A Mamedov, ...",The identity of migrants in a modern megacity: applied aspects,2015,Research journal of …,airitilibrary.com,https://www.airitilibrary.com/Publication/alDetailedMesh?docid=20407467-201511-201601200033-201601200033-1036-1040,"https://scholar.google.com/scholar?cites=13768563580041142006&as_sdt=2005&sciodt=0,5&hl=en",877,09/05/22 10:13,,,,,,,,,41,5.86,10,4,7,"… of life of the indigenous population, cultural identity of the region, the ecological balance of … residents to form a single socio-cultural identity. This destabilizes various spheres of urban …",,"https://scholar.google.com/scholar?q=related:9p67h6DDE78J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
5,"FZ El-Ouali, N Mouhadjer",Cultural Identity reconstruction in the study abroad context: The case of Algerian Sojourners,2019,Global Journal of Foreign Language …,un-pub.eu,https://www.un-pub.eu/ojs/index.php/GJFLT/article/view/4366,"https://scholar.google.com/scholar?cites=1007402602137628576&as_sdt=2005&sciodt=0,5&hl=en",878,09/05/22 10:13,,,,,,,,,5,1.67,3,2,3,"… a cultural identity requires … ’ cultural identity. It tries to highlight the nature of the crossing borders experience, and how it strongly contributes to the creation of a new cultural identity. This …",https://www.un-pub.eu/ojs/index.php/GJFLT/article/view/4366/4924,"https://scholar.google.com/scholar?q=related:oK83RlQD-w0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
16,"P GRAVES, SJ BROWN, C GAMBLE, ...",La dieta mediterránea como objeto patrimonial,2010,Quaderns de la …,researchgate.net,https://www.researchgate.net/profile/Isabel-Gonzalez-Turmo/publication/305044760_La_dieta_mediterranea_como_objeto_patrimonial/links/57d8261b08ae6399a3991971/La-dieta-mediterranea-como-objeto-patrimonial.pdf,"https://scholar.google.com/scholar?cites=18038196376142041338&as_sdt=2005&sciodt=0,5&hl=en",879,09/05/22 10:13,PDF,,,,,,,,16,1.33,4,4,12,"El intercambio de ideas, valores y prácticas en la cuenca mediterránea ha construido a lo largo de los siglos los hábitos alimentarios y culinarios de los pueblos y culturas …",https://www.researchgate.net/profile/Isabel-Gonzalez-Turmo/publication/305044760_La_dieta_mediterranea_como_objeto_patrimonial/links/57d8261b08ae6399a3991971/La-dieta-mediterranea-como-objeto-patrimonial.pdf,"https://scholar.google.com/scholar?q=related:-lCvnAiMVPoJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
9,"T Camelia, RD Pintilii, P Daniel, ...",Popularizing Cultural Identity Through Religious Tourism-Socio-Economic and Educational Implications,2016,International …,search.proquest.com,https://search.proquest.com/openview/694a731f506674c347e7568bee403d43/1?pq-origsite=gscholar&cbl=1536338,"https://scholar.google.com/scholar?cites=11167789630522596522&as_sdt=2005&sciodt=0,5&hl=en",880,09/05/22 10:13,,,,,,,,,9,1.50,2,4,6,"… It can also be considered a factor in the popularization of cultural identity, which plays an … , which, by public re-affirming, the religious cultural identity of the southern sub-Carpathia areal, …",,"https://scholar.google.com/scholar?q=related:qhyX3X_1-5oJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
9,"R Cremades, O Lorenzo, IR Turcu",Raï music as a generator of cultural identity among young Maghrebies,2015,… Review of the Aesthetics and Sociology …,JSTOR,https://www.jstor.org/stable/24327333,"https://scholar.google.com/scholar?cites=5413732830730475303&as_sdt=2005&sciodt=0,5&hl=en",881,09/05/22 10:13,,,,,,,,,9,1.29,3,3,7,This paper examines the influence of Rai music among young North Afri cans. Its main objective consists of deepening the role of this musical style in the socio-cultural context in which …,,"https://scholar.google.com/scholar?q=related:J1ePjFNxIUsJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
18,MB Griffin,"The cultural identity of foragers and the Agta of Palanan, Isabela, the Philippines",1996,Anthropos,JSTOR,https://www.jstor.org/stable/40465275,"https://scholar.google.com/scholar?cites=4644977613962514671&as_sdt=2005&sciodt=0,5&hl=en",882,09/05/22 10:13,,,,,,,,,18,0.69,18,1,26,"… This paper examines the agency foragers may have in determining their cultural identity and social organization using the example of the Agta of eastern Luzon, Philippines. The use of …",,"https://scholar.google.com/scholar?q=related:75DgnYdGdkAJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
22,I Alfarhan,English as a global language and the effects on culture and identity,2016,American Research Journal of English and Literature,academia.edu,https://www.academia.edu/download/58968646/1020190420-115396-h0ssdn.pdf,"https://scholar.google.com/scholar?cites=14267298558909421410&as_sdt=2005&sciodt=0,5&hl=en",883,09/05/22 10:13,PDF,,,,,,,,22,3.67,22,1,6,… effects on cultural identity. This … cultural identity. Research evidence from various articles used in this paper confirms that the globalization of English is detrimental to the cultural identity …,https://www.academia.edu/download/58968646/1020190420-115396-h0ssdn.pdf,"https://scholar.google.com/scholar?q=related:Yhc9rHKg_8UJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
17,"D Marie, DM Fergusson, JM Boden","The links between ethnicity, cultural identity and alcohol use, abuse and dependence in a New Zealand birth cohort",2012,Alcohol and alcoholism,academic.oup.com,https://academic.oup.com/alcalc/article-abstract/47/5/591/99356,"https://scholar.google.com/scholar?cites=16110336500217381488&as_sdt=2005&sciodt=0,5&hl=en",884,09/05/22 10:13,,,,,,,,,17,1.70,6,3,10,"… Ethnicity and cultural identity … sole Māori cultural identity, while those reporting both the Māori identity and another ethnic identity were classified as having Māori/other cultural identity. In …",https://academic.oup.com/alcalc/article/47/5/591/99356,"https://scholar.google.com/scholar?q=related:cIJ307Bpk98J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
23,W Visser,Afrikaner responses to post-apartheid South Africa: diaspora and the re-negotiation of a cultural identity.,2007,,repository.nwu.ac.za,http://repository.nwu.ac.za/handle/10394/5293,"https://scholar.google.com/scholar?cites=10249802862887533640&as_sdt=2005&sciodt=0,5&hl=en",885,09/05/22 10:13,,,,,,,,,23,1.53,23,1,15,"… impulses and cultural stimulation, as it is impossible to maintain an old cultural identity in isolation. Therefore a new hybrid cultural identity is composed from various points of reference.…",http://repository.nwu.ac.za/bitstream/handle/10394/5293/No_54(2007)_Visser_W.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:SHwx5GWdPo4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
22,A Griffiths,National and cultural identity in a Welsh-language soap opera,1995,To be continued…: soap operas around the world …,books.google.com,https://books.google.com/books?hl=en&lr=&id=RVRpRmNqxvIC&oi=fnd&pg=PA81&dq=%22cultural+identity%22&ots=ZAOTPmpV4W&sig=JDQoD8syxXiM4TOoRfID2_TndnQ,"https://scholar.google.com/scholar?cites=15450392231535320132&as_sdt=2005&sciodt=0,5&hl=en",886,09/05/22 10:13,,,,,,,,,22,0.81,22,1,27,"This chapter considers the growing interest in the popular Welsh-language soap opera, Pobol y Cwm (People of the Valley), and the extent to which discourses of Welshness and …",,"https://scholar.google.com/scholar?q=related:RBwe-d_RatYJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
